"pridelek";"Regija";"leto";"Kolicina"
"Trave";"Jugovzhodna Slovenija";"2014";8,5
"Trave";"Jugovzhodna Slovenija";"2015";8,7
"Trave";"Jugovzhodna Slovenija";"2016";9
"Trave";"Jugovzhodna Slovenija";"2017";5,8
"Trave";"Jugovzhodna Slovenija";"2018";7,7
"Trave";"Jugovzhodna Slovenija";"2019";7,3
"Trave";"Osrednjeslovenska";"2010";6,4
"Trave";"Osrednjeslovenska";"2011";6,2
"Trave";"Osrednjeslovenska";"2012";5,3
"Trave";"Osrednjeslovenska";"2013";5,8
"Trave";"Osrednjeslovenska";"2014";6
"Trave";"Osrednjeslovenska";"2015";6,7
"Trave";"Osrednjeslovenska";"2016";6,6
"Trave";"Osrednjeslovenska";"2017";5,2
"Trave";"Osrednjeslovenska";"2018";6,4
"Trave";"Osrednjeslovenska";"2019";6,7
"Trave";"Gorenjska";"2010";8,5
"Trave";"Gorenjska";"2011";8,3
"Trave";"Gorenjska";"2012";7,4
"Trave";"Gorenjska";"2013";5,4
"Trave";"Gorenjska";"2014";8,4
"Trave";"Gorenjska";"2015";7,9
"Trave";"Gorenjska";"2016";8,3
"Trave";"Gorenjska";"2017";7,9
"Trave";"Gorenjska";"2018";8,7
"Trave";"Gorenjska";"2019";8,4
"Trave";"Primorsko-notranjska";"2010";4,6
"Trave";"Primorsko-notranjska";"2011";5,4
"Trave";"Primorsko-notranjska";"2012";4
"Trave";"Primorsko-notranjska";"2013";4,7
"Trave";"Primorsko-notranjska";"2014";5,2
"Trave";"Primorsko-notranjska";"2015";5,7
"Trave";"Primorsko-notranjska";"2016";5,7
"Trave";"Primorsko-notranjska";"2017";4,5
"Trave";"Primorsko-notranjska";"2018";6,3
"Trave";"Primorsko-notranjska";"2019";6,1
"Trave";"Goriška";"2010";9,1
"Trave";"Goriška";"2011";8,3
"Trave";"Goriška";"2012";3,7
"Trave";"Goriška";"2013";5,2
"Trave";"Goriška";"2014";7,3
"Trave";"Goriška";"2015";6,2
"Trave";"Goriška";"2016";5,7
"Trave";"Goriška";"2017";4,5
"Trave";"Goriška";"2018";7
"Trave";"Goriška";"2019";5,4
"Trave";"Obalno-kraška";"2010";5,7
"Trave";"Obalno-kraška";"2011";4,9
"Trave";"Obalno-kraška";"2012";2,1
"Trave";"Obalno-kraška";"2013";3
"Trave";"Obalno-kraška";"2014";4,3
"Trave";"Obalno-kraška";"2015";3,7
"Trave";"Obalno-kraška";"2016";3,9
"Trave";"Obalno-kraška";"2017";3,9
"Trave";"Obalno-kraška";"2018";4,3
"Trave";"Obalno-kraška";"2019";4,2
"Deteljne";"Pomurska";"2010";8
"Deteljne";"Pomurska";"2011";8
"Deteljne";"Pomurska";"2012";5,6
"Deteljne";"Pomurska";"2013";5,2
"Deteljne";"Pomurska";"2014";8,6
"Deteljne";"Pomurska";"2015";7,6
"Deteljne";"Pomurska";"2016";7,9
"Deteljne";"Pomurska";"2017";6,1
"Deteljne";"Pomurska";"2018";7,4
"Deteljne";"Pomurska";"2019";7,4
"Deteljne";"Podravska";"2010";8,1
"Deteljne";"Podravska";"2011";7,1
"Deteljne";"Podravska";"2012";5,8
"Deteljne";"Podravska";"2013";4,6
"Deteljne";"Podravska";"2014";6,6
"Deteljne";"Podravska";"2015";7,4
"Deteljne";"Podravska";"2016";7,4
"Deteljne";"Podravska";"2017";6,3
"Deteljne";"Podravska";"2018";8,2
"Deteljne";"Podravska";"2019";8,3
"Deteljne";"Koroška";"2010";7,9
"Deteljne";"Koroška";"2011";7,5
"Deteljne";"Koroška";"2012";7
"Deteljne";"Koroška";"2013";4,9
"Deteljne";"Koroška";"2014";6,1
"Deteljne";"Koroška";"2015";6
"Deteljne";"Koroška";"2016";6,7
"Deteljne";"Koroška";"2017";6,2
"Deteljne";"Koroška";"2018";7,5
"Deteljne";"Koroška";"2019";7,6
"Deteljne";"Savinjska";"2010";8
"Deteljne";"Savinjska";"2011";7,7
"Deteljne";"Savinjska";"2012";6,3
"Deteljne";"Savinjska";"2013";5,4
"Deteljne";"Savinjska";"2014";8,1
"Deteljne";"Savinjska";"2015";8,6
"Deteljne";"Savinjska";"2016";8,5
"Deteljne";"Savinjska";"2017";6,9
"Deteljne";"Savinjska";"2018";8,5
"Deteljne";"Savinjska";"2019";8,7
"Deteljne";"Zasavska";"2010";5,5
"Deteljne";"Zasavska";"2011";4,6
"Deteljne";"Zasavska";"2012";3,7
"Deteljne";"Zasavska";"2013";3,7
"Deteljne";"Zasavska";"2014";4,7
"Deteljne";"Zasavska";"2015";6,2
"Deteljne";"Zasavska";"2016";5,1
"Deteljne";"Zasavska";"2017";3,8
"Deteljne";"Zasavska";"2018";4,2
"Deteljne";"Zasavska";"2019";4,5
"Deteljne";"Posavska";"2010";6,9
"Deteljne";"Posavska";"2011";6,3
"Deteljne";"Posavska";"2012";5,8
"Deteljne";"Posavska";"2013";5,7
"Deteljne";"Posavska";"2014";7
"Deteljne";"Posavska";"2015";7,9
"Deteljne";"Posavska";"2016";7,9
"Deteljne";"Posavska";"2017";4,8
"Deteljne";"Posavska";"2018";7,3
"Deteljne";"Posavska";"2019";8,2
"Deteljne";"Jugovzhodna Slovenija";"2010";7
"Deteljne";"Jugovzhodna Slovenija";"2011";7,8
"Deteljne";"Jugovzhodna Slovenija";"2012";5,4
"Deteljne";"Jugovzhodna Slovenija";"2013";5,2
"Deteljne";"Jugovzhodna Slovenija";"2014";8,6
"Deteljne";"Jugovzhodna Slovenija";"2015";9,2
"Deteljne";"Jugovzhodna Slovenija";"2016";9,4
"Deteljne";"Jugovzhodna Slovenija";"2017";6
"Deteljne";"Jugovzhodna Slovenija";"2018";8,5
"Deteljne";"Jugovzhodna Slovenija";"2019";7,6
"Deteljne";"Osrednjeslovenska";"2010";7
"Deteljne";"Osrednjeslovenska";"2011";6,7
"Deteljne";"Osrednjeslovenska";"2012";6
"Deteljne";"Osrednjeslovenska";"2013";6,3
"Deteljne";"Osrednjeslovenska";"2014";7,3
"Deteljne";"Osrednjeslovenska";"2015";7,4
"Deteljne";"Osrednjeslovenska";"2016";7,1
"Deteljne";"Osrednjeslovenska";"2017";6
"Deteljne";"Osrednjeslovenska";"2018";6,5
"Deteljne";"Osrednjeslovenska";"2019";7
"Deteljne";"Gorenjska";"2010";7,7
"Deteljne";"Gorenjska";"2011";7,4
"Deteljne";"Gorenjska";"2012";6,7
"Deteljne";"Gorenjska";"2013";5,2
"Deteljne";"Gorenjska";"2014";7,8
"Deteljne";"Gorenjska";"2015";7,8
"Deteljne";"Gorenjska";"2016";7,8
"Deteljne";"Gorenjska";"2017";7,8
"Deteljne";"Gorenjska";"2018";7,4
"Deteljne";"Gorenjska";"2019";7,4
"Deteljne";"Primorsko-notranjska";"2010";4,9
"Deteljne";"Primorsko-notranjska";"2011";5,7
"Deteljne";"Primorsko-notranjska";"2012";4,3
"Deteljne";"Primorsko-notranjska";"2013";5,1
"Deteljne";"Primorsko-notranjska";"2014";5,6
"Deteljne";"Primorsko-notranjska";"2015";5,7
"Deteljne";"Primorsko-notranjska";"2016";5,7
"Deteljne";"Primorsko-notranjska";"2017";5
"Deteljne";"Primorsko-notranjska";"2018";6,5
"Deteljne";"Primorsko-notranjska";"2019";5,8
"Deteljne";"Goriška";"2010";9,4
"Deteljne";"Goriška";"2011";9,7
"Deteljne";"Goriška";"2012";4,8
"Deteljne";"Goriška";"2013";6,5
"Deteljne";"Goriška";"2014";8,6
"Deteljne";"Goriška";"2015";7,6
"Deteljne";"Goriška";"2016";7,1
"Deteljne";"Goriška";"2017";6
"Deteljne";"Goriška";"2018";8
"Deteljne";"Goriška";"2019";5,8
"Deteljne";"Obalno-kraška";"2010";5,2
"Deteljne";"Obalno-kraška";"2011";5,4
"Deteljne";"Obalno-kraška";"2012";2
"Deteljne";"Obalno-kraška";"2013";3
"Deteljne";"Obalno-kraška";"2014";4,7
"Deteljne";"Obalno-kraška";"2015";4
"Deteljne";"Obalno-kraška";"2016";3,9
"Deteljne";"Obalno-kraška";"2017";3,7
"Deteljne";"Obalno-kraška";"2018";4,2
"Deteljne";"Obalno-kraška";"2019";4,2
"Detelja";"Pomurska";"2010";7,8
"Detelja";"Pomurska";"2011";7,7
"Detelja";"Pomurska";"2012";4,8
"Detelja";"Pomurska";"2013";4,7
"Detelja";"Pomurska";"2014";7,1
"Detelja";"Pomurska";"2015";6,8
"Detelja";"Pomurska";"2016";7
"Detelja";"Pomurska";"2017";5,5
"Detelja";"Pomurska";"2018";6,1
"Detelja";"Pomurska";"2019";6,1
"Detelja";"Podravska";"2010";5,8
"Detelja";"Podravska";"2011";5,9
"Detelja";"Podravska";"2012";4,9
"Detelja";"Podravska";"2013";4,2
"Detelja";"Podravska";"2014";4,9
"Detelja";"Podravska";"2015";5,9
"Detelja";"Podravska";"2016";6,2
"Detelja";"Podravska";"2017";5,6
"Detelja";"Podravska";"2018";6,7
"Detelja";"Podravska";"2019";6,9
"Detelja";"Koroška";"2010";7,7
"Detelja";"Koroška";"2011";7,5
"Detelja";"Koroška";"2012";7,3
"Detelja";"Koroška";"2013";6,2
"Detelja";"Koroška";"2014";6,5
"Detelja";"Koroška";"2015";6,5
"Detelja";"Koroška";"2016";6,8
"Detelja";"Koroška";"2017";6,8
"Detelja";"Koroška";"2018";7,4
"Detelja";"Koroška";"2019";7,6
"Detelja";"Savinjska";"2010";8,9
"Detelja";"Savinjska";"2011";8,7
"Detelja";"Savinjska";"2012";7,6
"Detelja";"Savinjska";"2013";5,7
"Detelja";"Savinjska";"2014";7,9
"Detelja";"Savinjska";"2015";8,9
"Detelja";"Savinjska";"2016";8,8
"Detelja";"Savinjska";"2017";7
"Detelja";"Savinjska";"2018";8,9
"Detelja";"Savinjska";"2019";9,1
"Detelja";"Zasavska";"2010";5,1
"Detelja";"Zasavska";"2011";5
"Detelja";"Zasavska";"2012";4,4
"Detelja";"Zasavska";"2013";5,5
"Detelja";"Zasavska";"2014";5,3
"Detelja";"Zasavska";"2015";5,8
"Detelja";"Zasavska";"2016";8
"Detelja";"Zasavska";"2017";4
"Detelja";"Zasavska";"2018";4,4
"Detelja";"Zasavska";"2019";4,1
"Detelja";"Posavska";"2010";7,6
"Detelja";"Posavska";"2011";6,7
"Detelja";"Posavska";"2012";6,1
"Detelja";"Posavska";"2013";5,6
"Detelja";"Posavska";"2014";7,2
"Detelja";"Posavska";"2015";7,8
"Detelja";"Posavska";"2016";8
"Detelja";"Posavska";"2017";5,1
"Detelja";"Posavska";"2018";7,6
"Detelja";"Posavska";"2019";9
"Detelja";"Jugovzhodna Slovenija";"2010";7,5
"Detelja";"Jugovzhodna Slovenija";"2011";8,4
"Detelja";"Jugovzhodna Slovenija";"2012";6,3
"Detelja";"Jugovzhodna Slovenija";"2013";6
"Detelja";"Jugovzhodna Slovenija";"2014";9,1
"Detelja";"Jugovzhodna Slovenija";"2015";9,4
"Detelja";"Jugovzhodna Slovenija";"2016";10,4
"Detelja";"Jugovzhodna Slovenija";"2017";6,7
"Detelja";"Jugovzhodna Slovenija";"2018";9,8
"Detelja";"Jugovzhodna Slovenija";"2019";8,8
"Detelja";"Osrednjeslovenska";"2010";6,5
"Detelja";"Osrednjeslovenska";"2011";6,7
"Detelja";"Osrednjeslovenska";"2012";5,7
"Detelja";"Osrednjeslovenska";"2013";5,7
"Detelja";"Osrednjeslovenska";"2014";6,1
"Detelja";"Osrednjeslovenska";"2015";6,6
"Detelja";"Osrednjeslovenska";"2016";6,5
"Detelja";"Osrednjeslovenska";"2017";5,8
"Detelja";"Osrednjeslovenska";"2018";6,5
"Detelja";"Osrednjeslovenska";"2019";6,9
"Detelja";"Gorenjska";"2010";7,5
"Detelja";"Gorenjska";"2011";7,3
"Detelja";"Gorenjska";"2012";7,8
"Detelja";"Gorenjska";"2013";5,8
"Detelja";"Gorenjska";"2014";8,2
"Detelja";"Gorenjska";"2015";7,9
"Detelja";"Gorenjska";"2016";8,5
"Detelja";"Gorenjska";"2017";8,2
"Detelja";"Gorenjska";"2018";8
"Detelja";"Gorenjska";"2019";7,9
"Detelja";"Primorsko-notranjska";"2010";5,1
"Detelja";"Primorsko-notranjska";"2011";5,5
"Detelja";"Primorsko-notranjska";"2012";4,4
"Detelja";"Primorsko-notranjska";"2013";4,5
"Detelja";"Primorsko-notranjska";"2014";5,7
"Detelja";"Primorsko-notranjska";"2015";5,6
"Detelja";"Primorsko-notranjska";"2016";5,6
"Detelja";"Primorsko-notranjska";"2017";4,5
"Detelja";"Primorsko-notranjska";"2018";6,1
"Detelja";"Primorsko-notranjska";"2019";5,7
"Detelja";"Goriška";"2010";9,6
"Detelja";"Goriška";"2011";9,8
"Detelja";"Goriška";"2012";5,4
"Detelja";"Goriška";"2013";7
"Detelja";"Goriška";"2014";9,3
"Detelja";"Goriška";"2015";8,4
"Detelja";"Goriška";"2016";7,6
"Detelja";"Goriška";"2017";6,6
"Detelja";"Goriška";"2018";8,9
"Detelja";"Goriška";"2019";6,6
"Detelja";"Obalno-kraška";"2010";5,5
"Detelja";"Obalno-kraška";"2011";5,2
"Detelja";"Obalno-kraška";"2012";2,2
"Detelja";"Obalno-kraška";"2013";3,6
"Detelja";"Obalno-kraška";"2014";5,6
"Detelja";"Obalno-kraška";"2015";4,7
"Detelja";"Obalno-kraška";"2016";4,6
"Detelja";"Obalno-kraška";"2017";3,9
"Detelja";"Obalno-kraška";"2018";5
"Detelja";"Obalno-kraška";"2019";5
"Lucerna";"Pomurska";"2010";8,9
"Lucerna";"Pomurska";"2011";9,2
"Lucerna";"Pomurska";"2012";7
"Lucerna";"Pomurska";"2013";6,9
"Lucerna";"Pomurska";"2014";8,8
"Lucerna";"Pomurska";"2015";7,5
"Lucerna";"Pomurska";"2016";8
"Lucerna";"Pomurska";"2017";6,5
"Lucerna";"Pomurska";"2018";8
"Lucerna";"Pomurska";"2019";6,8
"Lucerna";"Podravska";"2010";6,5
"Lucerna";"Podravska";"2011";5,9
"Lucerna";"Podravska";"2012";5,4
"Lucerna";"Podravska";"2013";4,5
"Lucerna";"Podravska";"2014";6,8
"Lucerna";"Podravska";"2015";7,4
"Lucerna";"Podravska";"2016";7,2
"Lucerna";"Podravska";"2017";6,2
"Lucerna";"Podravska";"2018";7,6
"Lucerna";"Podravska";"2019";7,6
"Lucerna";"Koroška";"2010";8,2
"Lucerna";"Koroška";"2011";8,2
"Lucerna";"Koroška";"2012";8
"Lucerna";"Koroška";"2013";6,6
"Lucerna";"Koroška";"2014";6,8
"Lucerna";"Koroška";"2015";6,9
"Lucerna";"Koroška";"2016";7,1
"Lucerna";"Koroška";"2017";6,9
"Lucerna";"Koroška";"2018";7,6
"Lucerna";"Koroška";"2019";7,7
"Lucerna";"Savinjska";"2010";8,8
"Lucerna";"Savinjska";"2011";8,8
"Lucerna";"Savinjska";"2012";7,5
"Lucerna";"Savinjska";"2013";6,5
"Lucerna";"Savinjska";"2014";8,4
"Lucerna";"Savinjska";"2015";9
"Lucerna";"Savinjska";"2016";9,2
"Lucerna";"Savinjska";"2017";8,1
"Lucerna";"Savinjska";"2018";9,7
"Lucerna";"Savinjska";"2019";9,5
"Lucerna";"Zasavska";"2010";8
"Lucerna";"Zasavska";"2011";8,3
"Lucerna";"Zasavska";"2012";6,5
"Lucerna";"Zasavska";"2013";4
"Lucerna";"Zasavska";"2014";5,2
"Lucerna";"Zasavska";"2015";6,3
"Lucerna";"Zasavska";"2016";8,6
"Lucerna";"Zasavska";"2017";4,2
"Lucerna";"Zasavska";"2018";4,5
"Lucerna";"Zasavska";"2019";4,5
"Lucerna";"Posavska";"2010";7,8
"Lucerna";"Posavska";"2011";7,4
"Lucerna";"Posavska";"2012";6,8
"Lucerna";"Posavska";"2013";6,4
"Lucerna";"Posavska";"2014";8,4
"Lucerna";"Posavska";"2015";8,6
"Lucerna";"Posavska";"2016";8,6
"Lucerna";"Posavska";"2017";5,5
"Lucerna";"Posavska";"2018";8,3
"Lucerna";"Posavska";"2019";8,8
"Lucerna";"Jugovzhodna Slovenija";"2010";8,3
"Lucerna";"Jugovzhodna Slovenija";"2011";8,9
"Lucerna";"Jugovzhodna Slovenija";"2012";6,1
"Lucerna";"Jugovzhodna Slovenija";"2013";5,8
"Lucerna";"Jugovzhodna Slovenija";"2014";9,1
"Lucerna";"Jugovzhodna Slovenija";"2015";9,2
"Lucerna";"Jugovzhodna Slovenija";"2016";10,4
"Lucerna";"Jugovzhodna Slovenija";"2017";6,7
"Lucerna";"Jugovzhodna Slovenija";"2018";9
"Lucerna";"Jugovzhodna Slovenija";"2019";9
"Lucerna";"Osrednjeslovenska";"2010";8,2
"Lucerna";"Osrednjeslovenska";"2011";8
"Lucerna";"Osrednjeslovenska";"2012";5,9
"Lucerna";"Osrednjeslovenska";"2013";6,4
"Lucerna";"Osrednjeslovenska";"2014";7,3
"Lucerna";"Osrednjeslovenska";"2015";6,5
"Lucerna";"Osrednjeslovenska";"2016";6,2
"Lucerna";"Osrednjeslovenska";"2017";5,5
"Lucerna";"Osrednjeslovenska";"2018";6,3
"Lucerna";"Osrednjeslovenska";"2019";7,6
"Lucerna";"Gorenjska";"2010";7,7
"Lucerna";"Gorenjska";"2011";7,7
"Lucerna";"Gorenjska";"2012";7,3
"Lucerna";"Gorenjska";"2013";5,9
"Lucerna";"Gorenjska";"2014";7,9
"Lucerna";"Gorenjska";"2015";6,9
"Lucerna";"Gorenjska";"2016";8,7
"Lucerna";"Gorenjska";"2017";8,5
"Lucerna";"Gorenjska";"2018";8,3
"Lucerna";"Gorenjska";"2019";8,2
"Lucerna";"Primorsko-notranjska";"2010";5,5
"Lucerna";"Primorsko-notranjska";"2011";6,1
"Lucerna";"Primorsko-notranjska";"2012";4,5
"Lucerna";"Primorsko-notranjska";"2013";4,9
"Lucerna";"Primorsko-notranjska";"2014";7,1
"Lucerna";"Primorsko-notranjska";"2015";7,2
"Lucerna";"Primorsko-notranjska";"2016";7,1
"Lucerna";"Primorsko-notranjska";"2017";5,7
"Lucerna";"Primorsko-notranjska";"2018";7
"Lucerna";"Primorsko-notranjska";"2019";6,3
"Lucerna";"Goriška";"2010";9,2
"Lucerna";"Goriška";"2011";7,7
"Lucerna";"Goriška";"2012";6,1
"Lucerna";"Goriška";"2013";8,2
"Lucerna";"Goriška";"2014";11,2
"Lucerna";"Goriška";"2015";10,2
"Lucerna";"Goriška";"2016";8,9
"Lucerna";"Goriška";"2017";7,9
"Lucerna";"Goriška";"2018";11,1
"Lucerna";"Goriška";"2019";6,9
"Lucerna";"Obalno-kraška";"2010";6,3
"Lucerna";"Obalno-kraška";"2011";6,2
"Lucerna";"Obalno-kraška";"2012";2,3
"Lucerna";"Obalno-kraška";"2013";4
"Lucerna";"Obalno-kraška";"2014";6
"Lucerna";"Obalno-kraška";"2015";5,3
"Lucerna";"Obalno-kraška";"2016";5,2
"Lucerna";"Obalno-kraška";"2017";4,5
"Lucerna";"Obalno-kraška";"2018";4,7
"Lucerna";"Obalno-kraška";"2019";5
"Trajni travniki";"Pomurska";"2010";6,8
"Trajni travniki";"Pomurska";"2011";7
"Trajni travniki";"Pomurska";"2012";5,2
"Trajni travniki";"Pomurska";"2013";5,3
"Trajni travniki";"Pomurska";"2014";7
"Trajni travniki";"Pomurska";"2015";5,5
"Trajni travniki";"Pomurska";"2016";6,1
"Trajni travniki";"Pomurska";"2017";4,6
"Trajni travniki";"Pomurska";"2018";6,1
"Trajni travniki";"Pomurska";"2019";5,5
"Trajni travniki";"Podravska";"2010";6,8
"Trajni travniki";"Podravska";"2011";6,6
"Trajni travniki";"Podravska";"2012";5,6
"Trajni travniki";"Podravska";"2013";4,1
"Trajni travniki";"Podravska";"2014";6,3
"Trajni travniki";"Podravska";"2015";6,6
"Trajni travniki";"Podravska";"2016";6,7
"Trajni travniki";"Podravska";"2017";4,8
"Trajni travniki";"Podravska";"2018";6,6
"Trajni travniki";"Podravska";"2019";6,5
"Trajni travniki";"Koroška";"2010";5,9
"Trajni travniki";"Koroška";"2011";5,9
"Trajni travniki";"Koroška";"2012";5,3
"Trajni travniki";"Koroška";"2013";3,9
"Trajni travniki";"Koroška";"2014";5,2
"Trajni travniki";"Koroška";"2015";5,3
"Trajni travniki";"Koroška";"2016";5,8
"Trajni travniki";"Koroška";"2017";5,6
"Trajni travniki";"Koroška";"2018";6
"Trajni travniki";"Koroška";"2019";6,4
"Trajni travniki";"Savinjska";"2010";6,7
"Trajni travniki";"Savinjska";"2011";6,3
"Trajni travniki";"Savinjska";"2012";5,1
"Trajni travniki";"Savinjska";"2013";4,2
"Trajni travniki";"Savinjska";"2014";6,5
"Trajni travniki";"Savinjska";"2015";6,6
"Trajni travniki";"Savinjska";"2016";6,9
"Trajni travniki";"Savinjska";"2017";4,7
"Trajni travniki";"Savinjska";"2018";6,6
"Trajni travniki";"Savinjska";"2019";6,7
"Trajni travniki";"Zasavska";"2010";4,5
"Trajni travniki";"Zasavska";"2011";4,6
"Trajni travniki";"Zasavska";"2012";3,7
"Trajni travniki";"Zasavska";"2013";3,6
"Trajni travniki";"Zasavska";"2014";3,9
"Trajni travniki";"Zasavska";"2015";4,2
"Trajni travniki";"Zasavska";"2016";4,3
"Trajni travniki";"Zasavska";"2017";3,1
"Trajni travniki";"Zasavska";"2018";3,5
"Trajni travniki";"Zasavska";"2019";3,7
"Trajni travniki";"Posavska";"2010";5,8
"Trajni travniki";"Posavska";"2011";5,6
"Trajni travniki";"Posavska";"2012";4,7
"Trajni travniki";"Posavska";"2013";4,7
"Trajni travniki";"Posavska";"2014";5,4
"Trajni travniki";"Posavska";"2015";6
"Trajni travniki";"Posavska";"2016";6,2
"Trajni travniki";"Posavska";"2017";3,3
"Trajni travniki";"Posavska";"2018";5,7
"Trajni travniki";"Posavska";"2019";6,3
"Trajni travniki";"Jugovzhodna Slovenija";"2010";5
"Trajni travniki";"Jugovzhodna Slovenija";"2011";5,1
"Trajni travniki";"Jugovzhodna Slovenija";"2012";3,9
"Trajni travniki";"Jugovzhodna Slovenija";"2013";3,8
"Trajni travniki";"Jugovzhodna Slovenija";"2014";6
"Trajni travniki";"Jugovzhodna Slovenija";"2015";6,7
"Trajni travniki";"Jugovzhodna Slovenija";"2016";6,6
"Trajni travniki";"Jugovzhodna Slovenija";"2017";3,6
"Trajni travniki";"Jugovzhodna Slovenija";"2018";6,6
"Trajni travniki";"Jugovzhodna Slovenija";"2019";6,2
"Trajni travniki";"Osrednjeslovenska";"2010";5,8
"Trajni travniki";"Osrednjeslovenska";"2011";5,4
"Trajni travniki";"Osrednjeslovenska";"2012";4,8
"Trajni travniki";"Osrednjeslovenska";"2013";4,5
"Trajni travniki";"Osrednjeslovenska";"2014";5,4
"Trajni travniki";"Osrednjeslovenska";"2015";5,9
"Trajni travniki";"Osrednjeslovenska";"2016";5,9
"Trajni travniki";"Osrednjeslovenska";"2017";4,8
"Trajni travniki";"Osrednjeslovenska";"2018";5,8
"Trajni travniki";"Osrednjeslovenska";"2019";6
"Trajni travniki";"Gorenjska";"2010";5,9
"Trajni travniki";"Gorenjska";"2011";5,6
"Trajni travniki";"Gorenjska";"2012";5
"Trajni travniki";"Gorenjska";"2013";4,4
"Trajni travniki";"Gorenjska";"2014";5,6
"Trajni travniki";"Gorenjska";"2015";5,9
"Trajni travniki";"Gorenjska";"2016";6
"Trajni travniki";"Gorenjska";"2017";5,8
"Trajni travniki";"Gorenjska";"2018";5,8
"Trajni travniki";"Gorenjska";"2019";5,8
"Trajni travniki";"Primorsko-notranjska";"2010";4,8
"Trajni travniki";"Primorsko-notranjska";"2011";4,7
"Trajni travniki";"Primorsko-notranjska";"2012";3,9
"Trajni travniki";"Primorsko-notranjska";"2013";4,4
"Trajni travniki";"Primorsko-notranjska";"2014";5,2
"Trajni travniki";"Primorsko-notranjska";"2015";5,2
"Trajni travniki";"Primorsko-notranjska";"2016";5,3
"Trajni travniki";"Primorsko-notranjska";"2017";4,1
"Trajni travniki";"Primorsko-notranjska";"2018";5,2
"Trajni travniki";"Primorsko-notranjska";"2019";5,4
"Trajni travniki";"Goriška";"2010";5,4
"Trajni travniki";"Goriška";"2011";5,2
"Trajni travniki";"Goriška";"2012";3,8
"Trajni travniki";"Goriška";"2013";4,5
"Trajni travniki";"Goriška";"2014";5,2
"Trajni travniki";"Goriška";"2015";5,1
"Trajni travniki";"Goriška";"2016";5,2
"Trajni travniki";"Goriška";"2017";4,4
"Trajni travniki";"Goriška";"2018";5,1
"Trajni travniki";"Goriška";"2019";4,5
"Trajni travniki";"Obalno-kraška";"2010";3,1
"Trajni travniki";"Obalno-kraška";"2011";2,8
"Trajni travniki";"Obalno-kraška";"2012";1,8
"Trajni travniki";"Obalno-kraška";"2013";2,8
"Trajni travniki";"Obalno-kraška";"2014";3,3
"Trajni travniki";"Obalno-kraška";"2015";3,1
"Trajni travniki";"Obalno-kraška";"2016";3,1
"Trajni travniki";"Obalno-kraška";"2017";2,3
"Trajni travniki";"Obalno-kraška";"2018";2,9
"Trajni travniki";"Obalno-kraška";"2019";2,8
"Zelje";"Pomurska";"2010";31,8
"Zelje";"Pomurska";"2011";38,1
"Zelje";"Pomurska";"2012";27,2
"Zelje";"Pomurska";"2013";22,4
"Zelje";"Pomurska";"2014";27,8
"Zelje";"Pomurska";"2015";31,3
"Zelje";"Pomurska";"2016";33
"Zelje";"Pomurska";"2017";25,8
"Zelje";"Pomurska";"2018";37,3
"Zelje";"Pomurska";"2019";34,2
"Zelje";"Podravska";"2010";28,6
"Zelje";"Podravska";"2011";28
"Zelje";"Podravska";"2012";24,8
"Zelje";"Podravska";"2013";22,8
"Zelje";"Podravska";"2014";24,6
"Zelje";"Podravska";"2015";27,4
"Zelje";"Podravska";"2016";29
"Zelje";"Podravska";"2017";27,9
"Zelje";"Podravska";"2018";33,1
"Zelje";"Podravska";"2019";34,7
"Zelje";"Koroška";"2010";25,5
"Zelje";"Koroška";"2011";23,7
"Zelje";"Koroška";"2012";30,2
"Zelje";"Koroška";"2013";20,5
"Zelje";"Koroška";"2014";20,4
"Zelje";"Koroška";"2015";20,5
"Zelje";"Koroška";"2016";21,3
"Zelje";"Koroška";"2017";23,3
"Zelje";"Koroška";"2018";23,7
"Zelje";"Koroška";"2019";25,8
"Zelje";"Savinjska";"2010";25,6
"Zelje";"Savinjska";"2011";29
"Zelje";"Savinjska";"2012";21
"Zelje";"Savinjska";"2013";17,8
"Zelje";"Savinjska";"2014";25,7
"Zelje";"Savinjska";"2015";29,2
"Zelje";"Savinjska";"2016";28
"Zelje";"Savinjska";"2017";23,4
"Zelje";"Savinjska";"2018";26,3
"Zelje";"Savinjska";"2019";21,3
"Zelje";"Zasavska";"2010";13
"Zelje";"Zasavska";"2011";12,9
"Zelje";"Zasavska";"2012";12,6
"Zelje";"Zasavska";"2013";13,5
"Zelje";"Zasavska";"2014";11,7
"Zelje";"Zasavska";"2015";15,1
"Zelje";"Zasavska";"2016";13,3
"Zelje";"Zasavska";"2017";12,7
"Zelje";"Zasavska";"2018";12,7
"Zelje";"Zasavska";"2019";15,2
"Zelje";"Posavska";"2010";40,2
"Zelje";"Posavska";"2011";35,5
"Zelje";"Posavska";"2012";29,1
"Zelje";"Posavska";"2013";25,8
"Zelje";"Posavska";"2014";27,4
"Zelje";"Posavska";"2015";29,6
"Zelje";"Posavska";"2016";27,3
"Zelje";"Posavska";"2017";24,5
"Zelje";"Posavska";"2018";26,7
"Zelje";"Posavska";"2019";26,8
"Zelje";"Jugovzhodna Slovenija";"2010";27,8
"Zelje";"Jugovzhodna Slovenija";"2011";26,3
"Zelje";"Jugovzhodna Slovenija";"2012";15,2
"Zelje";"Jugovzhodna Slovenija";"2013";19,2
"Zelje";"Jugovzhodna Slovenija";"2014";25,9
"Zelje";"Jugovzhodna Slovenija";"2015";26,6
